empid,firstname,lastname,startdate,exitdate,title,supervisor,ademail,businessunit,employeeclassificationtype,terminationdescription,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,current_employee_rating,department_type_id,performance_id,termination_type_id,employee_status_id,employee_type_id,payzone_name_id,age,department_id,department_name,employee_status_type,employee_type,payzone_id,payzone_name,performance_score,termination_type,age_range,performance_score_decoded,tenure,tenure_in_years
2661,Avah,Hayes,2021-07-06,2025-10-06,Area Sales Manager,Patrick Coleman,avah.hayes@bilearner.com,MSC,Temporary,,Engineers,1970-08-11,TN,Administrative,Male,65089,Black,Married,2,18,2,1,3,1,2,55,18,Sales,Active,Part-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,1553,4.254794520547946
3376,Maren,Anderson,2023-07-06,2025-10-06,Production Technician I,Christopher Sexton,maren.anderson@bilearner.com,PL,Temporary,,Field Operations,1986-11-11,MA,Technician,Female,7445,Asian,Single,5,13,4,1,3,1,1,38,13,Production       ,Active,Part-Time,1,Zone B,Exceeds,Unk,30s-40s,3,823,2.254794520547945
3969,Lewis,Nixon,2021-01-17,2025-10-06,Database Administrator,Derrick Johnson,lewis.nixon@bilearner.com,PL,Full-Time,,Aerial,1966-06-18,MA,Lineman,Female,61086,Asian,Divorced,3,16,4,1,3,2,2,59,16,IT/IS,Active,Contract,2,Zone A,Exceeds,Unk,50s-60s,3,1723,4.720547945205479
3377,Cruz,Ashley,2020-02-24,2023-05-13,Production Technician I,Evan Schultz,cruz.ashley@bilearner.com,BPC,Temporary,Tough very bad spend feeling college require.,Splicing,1989-09-06,MA,Foreman,Female,52336,Asian,Widowed,4,13,4,4,3,1,2,36,13,Production       ,Active,Part-Time,2,Zone A,Exceeds,Resignation,30s-40s,3,1174,3.2164383561643834
3633,Emma,Ware,2022-03-21,2025-10-06,Production Technician I,Melissa Wilkinson,emma.ware@bilearner.com,BPC,Temporary,,Aerial,1987-03-24,MA,Laborer,Female,56687,Hispanic,Single,5,13,2,1,3,2,1,38,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,1295,3.547945205479452
3635,Kylee,Bates,2020-10-26,2025-10-06,Production Technician I,Stephen Barron,kylee.bates@bilearner.com,WBL,Part-Time,,Yard (Material Handling),1978-03-12,MA,Runner,Female,71593,Hispanic,Single,4,13,2,1,3,1,3,47,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,1806,4.947945205479452
3636,Marc,Chandler,2020-01-29,2025-10-06,Production Technician I,Jennifer Soto,marc.chandler@bilearner.com,NEL,Temporary,,Catv,1982-03-13,MA,Supervisor,Male,10775,Asian,Divorced,3,13,2,1,3,2,1,43,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,40s-50s,2,2077,5.69041095890411
3637,Abdullah,Pruitt,2022-04-23,2025-10-06,Production Technician I,John Jones,abdullah.pruitt@bilearner.com,PL,Full-Time,,Aerial,1995-04-17,MA,Engineer,Male,59441,Asian,Divorced,3,13,2,1,3,3,3,30,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,1262,3.4575342465753423
3638,Shamar,Roth,2023-06-15,2025-10-06,Production Technician I,Ernest Evans,shamar.roth@bilearner.com,BPC,Part-Time,,Field Operations,1978-12-10,MA,Inspector,Male,55470,Hispanic,Single,3,13,2,1,3,3,3,46,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,844,2.3123287671232875
3640,Kale,House,2023-01-07,2025-10-06,Production Technician I,Gina Leon,kale.house@bilearner.com,SVG,Temporary,,Field Operations,2000-09-21,MA,Foreman,Female,48077,Asian,Divorced,3,13,2,1,3,2,2,24,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,20s-25s,2,1003,2.747945205479452
3382,Romeo,Gordon,2018-11-10,2025-10-06,Production Technician I,Thomas Elliott,romeo.gordon@bilearner.com,TNS,Temporary,,Field Operations,1970-05-20,MA,Administrator,Male,59153,Other,Divorced,5,13,4,1,3,1,3,55,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Unk,50s-60s,3,2522,6.909589041095891
1872,Reyna,Good,2022-12-05,2023-06-18,Production Technician I,Andrew Ball,reyna.good@bilearner.com,PL,Temporary,General nature open.,Field Operations,1972-12-21,MA,Laborer,Female,64371,Hispanic,Married,3,13,2,2,3,3,1,52,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Retirement,50s-60s,2,195,0.5342465753424658
2162,Juliet,Wall,2021-01-02,2025-10-06,Production Technician II,Emily Mills,juliet.wall@bilearner.com,WBL,Temporary,,Project Management - Con,1970-04-05,MA,Project Manager,Female,53999,Asian,Married,3,13,4,1,3,3,1,55,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,50s-60s,3,1738,4.761643835616439
2163,London,Contreras,2019-03-26,2025-10-06,Production Technician II,Anna Garcia,london.contreras@bilearner.com,NEL,Full-Time,,General - Sga,1966-11-19,MA,Lineman,Female,32240,White,Married,1,13,4,1,3,2,1,58,13,Production       ,Active,Contract,1,Zone B,Exceeds,Unk,50s-60s,3,2386,6.536986301369863
2174,Adelaide,Herman,2022-02-08,2025-10-06,Production Technician I,Mark Moore,adelaide.herman@bilearner.com,EW,Temporary,,General - Eng,1970-12-29,MA,Coordinator,Female,6918,Black,Married,3,13,4,1,3,3,1,54,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,50s-60s,3,1336,3.66027397260274
3559,Wilson K,Adinolfi,2019-11-06,2020-09-06,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,NEL,Full-Time,Age approach seek person across yes care.,Field Operations,1991-11-18,MA,Assistant,Male,1960,White,Single,2,13,2,2,3,1,3,33,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Retirement,30s-40s,2,305,0.8356164383561644
3384,Dennis,Hays,2019-03-07,2025-10-06,Production Technician I,Rachel Rice,dennis.hays@bilearner.com,WBL,Full-Time,,Field Operations,1991-07-18,MA,Operator,Female,26286,Hispanic,Married,3,13,2,1,3,3,3,34,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,2405,6.589041095890411
3385,Kelly,Fritz,2022-03-13,2025-10-06,Production Technician I,Cory Lopez,kelly.fritz@bilearner.com,NEL,Full-Time,,General - Con,1978-07-10,MA,Technician,Female,85739,Other,Divorced,3,13,2,1,3,1,2,47,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,1303,3.56986301369863
3386,Darnell,Shelton,2019-11-25,2021-01-28,Production Technician II,Alec Phillips,darnell.shelton@bilearner.com,WBL,Temporary,He four soldier employee central term.,General - Con,1995-02-18,MA,Laborer,Female,45331,Hispanic,Widowed,2,13,2,5,3,2,3,30,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Voluntary,30s-40s,2,430,1.178082191780822
3388,Zoie,Logan,2019-04-19,2025-10-06,Production Technician II,Heidi Terry,zoie.logan@bilearner.com,PL,Temporary,,Fielders,1990-09-17,MA,Technician,Male,48911,Black,Divorced,1,13,2,1,3,1,2,34,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,2362,6.471232876712329
3391,Odin,Camacho,2020-01-13,2025-10-06,Production Technician II,Amanda Young,odin.camacho@bilearner.com,SVG,Full-Time,,General - Sga,1991-11-04,MA,Project Manager,Female,2225,Black,Divorced,3,13,2,1,3,1,3,33,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,2093,5.734246575342466
3426,Chace,Kerr,2022-04-27,2025-10-06,Production Technician I,Javier Mccall,chace.kerr@bilearner.com,BPC,Temporary,,Field Operations,1990-09-11,MA,Warehouse Technician,Female,57487,White,Married,2,13,2,1,3,3,1,34,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,30s-40s,2,1258,3.4465753424657533
1500,Brenden,Marks,2019-05-13,2025-10-06,Production Technician I,Kevin Rodriguez,brenden.marks@bilearner.com,SVG,Part-Time,,Field Operations,1985-02-02,MA,Tower Hand,Female,92438,Hispanic,Divorced,3,13,2,1,3,1,1,40,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,2338,6.405479452054794
3659,Kaylee,Baldwin,2019-10-02,2019-10-13,Production Technician I,Eric Powell,kaylee.baldwin@bilearner.com,CCDR,Part-Time,Second focus stay scientist.,Field Operations,1989-10-30,MA,Engineer,Male,86746,Other,Divorced,1,13,4,5,3,3,2,35,13,Production       ,Active,Full-Time,2,Zone A,Exceeds,Voluntary,30s-40s,3,11,0.030136986301369864
2121,Jenna,Cochran,2020-08-20,2025-10-06,Production Technician II,Angel Rhodes,jenna.cochran@bilearner.com,TNS,Full-Time,,Splicing,1998-09-11,MA,Splicer,Female,12265,Asian,Married,5,13,4,1,3,1,2,26,13,Production       ,Active,Part-Time,2,Zone A,Exceeds,Unk,25s-30s,3,1873,5.131506849315069
3572,Timothy,Sullivan,2019-03-12,2020-05-19,Production Technician I,Shawn Berry,timothy.sullivan@bilearner.com,WBL,Part-Time,Where first Mr remember crime.,Fielders,1994-06-07,MA,Engineer,Male,2747,White,Single,5,13,2,2,3,2,2,31,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Retirement,30s-40s,2,434,1.189041095890411
3573,Jennifer,Medeiros,2020-03-09,2021-10-17,Production Technician I,Brittany Martin,jennifer.medeiros@bilearner.com,NEL,Full-Time,Cup purpose hundred region similar.,Field Operations,1983-10-26,MA,Driller,Female,2346,Asian,Divorced,4,13,4,3,3,2,1,41,13,Production       ,Active,Contract,1,Zone B,Exceeds,Involuntary,40s-50s,3,587,1.6082191780821917
3685,Kylie,Jimenez,2022-08-16,2022-11-10,Production Technician I,Jordan Harrison,kylie.jimenez@bilearner.com,PL,Full-Time,Factor doctor edge police.,Project Management - Con,1986-06-22,MA,Coordinator,Male,10600,Asian,Widowed,3,13,2,2,3,3,3,39,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Retirement,30s-40s,2,86,0.2356164383561644
3576,Angela,Erilus,2021-07-21,2023-04-26,Production Technician II,Marc Cummings,angela.erilus@bilearner.com,PL,Full-Time,Reflect off growth mouth have.,Engineers,1992-04-26,MA,Project Manager,Female,2133,Asian,Single,4,13,4,5,3,3,1,33,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Voluntary,30s-40s,3,644,1.7643835616438357
3582,Augustus,Drake,2020-08-19,2022-05-04,Production Technician I,Elizabeth Robertson,augustus.drake@bilearner.com,TNS,Part-Time,Other might rise today.,Yard (Material Handling),1968-08-09,MA,Laborer,Male,90676,Asian,Widowed,4,13,2,2,3,1,1,57,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Retirement,50s-60s,2,623,1.7068493150684931
3584,Orlando,Armstrong,2020-08-14,2025-10-06,Production Technician I,Chris Walker,orlando.armstrong@bilearner.com,BPC,Full-Time,,Field Operations,1987-11-07,MA,Lineman,Female,2051,Other,Married,4,13,2,1,3,2,3,37,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,30s-40s,2,1879,5.147945205479452
3691,Chace,Church,2020-11-23,2025-10-06,Production Technician I,David Valenzuela,chace.church@bilearner.com,TNS,Full-Time,,Finance & Accounting,1993-01-03,MA,Manager,Male,34316,Asian,Single,1,13,3,1,3,1,3,32,13,Production       ,Active,Part-Time,3,Zone C,Needs Improvement,Unk,30s-40s,1,1778,4.8712328767123285
3692,Zayne,Hunter,2019-11-11,2025-10-06,Production Technician I,Lisa Jordan,zayne.hunter@bilearner.com,PYZ,Part-Time,,Aerial,1979-12-15,MA,Lineman,Male,75371,Black,Widowed,3,13,3,1,3,3,1,45,13,Production       ,Active,Full-Time,1,Zone B,Needs Improvement,Unk,40s-50s,1,2156,5.906849315068493
3693,Amya,Vega,2019-05-20,2020-08-30,Production Technician II,Alexa Smith,amya.vega@bilearner.com,SVG,Temporary,Name social full approach. Position want win.,Project Management - Con,1977-08-01,MA,Field Project Manager,Female,13727,White,Married,2,13,4,3,3,1,1,48,13,Production       ,Active,Part-Time,1,Zone B,Exceeds,Involuntary,40s-50s,3,468,1.2821917808219179
3700,Brenden,Nash,2019-10-24,2025-10-06,Production Technician I,Wendy Rogers,brenden.nash@bilearner.com,PL,Temporary,,Wireline Construction,1988-04-12,MA,Supervisor,Male,93840,Hispanic,Divorced,1,13,1,1,3,1,2,37,13,Production       ,Active,Part-Time,2,Zone A,PIP,Unk,30s-40s,0,2174,5.956164383561644
3702,Justice,Branch,2019-07-13,2025-10-06,Production Technician I,David Brown,justice.branch@bilearner.com,MSC,Part-Time,,Aerial,1976-04-22,MA,Foreman,Male,22165,Asian,Single,3,13,4,1,3,1,3,49,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Unk,40s-50s,3,2277,6.238356164383561
2409,Kaitlin,Cooke,2020-02-06,2025-10-06,Data Analyst ,Robert Wilson,kaitlin.cooke@bilearner.com,TNS,Full-Time,,Engineers,1996-10-30,MA,Program Manager,Female,91289,White,Single,4,16,2,1,3,3,1,28,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,2069,5.668493150684932
3585,Edward,Everett,2021-12-22,2025-10-06,Production Technician I,Traci Floyd,edward.everett@bilearner.com,CCDR,Full-Time,,Yard (Material Handling),1992-07-16,MA,Laborer,Female,3074,Black,Divorced,4,13,2,1,3,3,2,33,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1384,3.791780821917808
3586,Jaqueline,Terrell,2019-02-01,2019-02-10,Production Technician I,Veronica Wiley,jaqueline.terrell@bilearner.com,EW,Full-Time,Identify next game leader.,People Services,2000-12-27,MA,Manager,Female,24711,Hispanic,Single,2,13,2,4,3,1,1,24,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Resignation,20s-25s,2,9,0.024657534246575342
3587,Quinn,Mccullough,2021-05-10,2021-12-17,Production Technician I,Katherine Gay,quinn.mccullough@bilearner.com,MSC,Temporary,Society red to able.,General - Eng,1977-12-25,MA,Administrative,Male,74564,Other,Divorced,2,13,2,4,3,3,1,47,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Resignation,40s-50s,2,221,0.6054794520547945
3588,Selena,Greer,2019-06-25,2019-08-15,Production Technician I,Paul Lopez,selena.greer@bilearner.com,NEL,Full-Time,Everybody no four arrive major ten culture.,Shop (Fleet),1972-03-08,MA,Mechanic,Male,14504,Black,Widowed,2,13,2,2,3,3,3,53,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Retirement,50s-60s,2,51,0.13972602739726028
3726,Averi,Stevenson,2020-07-13,2021-09-18,Production Technician I,Sandra Richardson,averi.stevenson@bilearner.com,EW,Full-Time,Great like sea behind stock drop debate such.,General - Con,1995-07-25,MA,Lineman,Female,36688,Other,Married,4,13,2,5,3,2,2,30,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Voluntary,30s-40s,2,432,1.1835616438356165
3728,Aydan,Robbins,2021-12-23,2025-10-06,Production Technician I,Tamara Grant,aydan.robbins@bilearner.com,TNS,Part-Time,,Splicing,1967-02-07,MA,Laborer,Male,39843,Hispanic,Divorced,5,13,2,1,3,2,2,58,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,50s-60s,2,1383,3.789041095890411
3730,Bobby,Chung,2022-01-18,2025-10-06,Production Technician I,Sharon Vincent,bobby.chung@bilearner.com,CCDR,Temporary,,Fielders,1965-12-08,MA,Engineer,Male,2548,Black,Widowed,4,13,2,1,3,2,1,59,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,50s-60s,2,1357,3.717808219178082
3731,Maximus,Fields,2020-02-28,2022-12-14,Production Technician I,Kimberly Phelps,maximus.fields@bilearner.com,EW,Part-Time,Along black change charge particular conference.,Field Operations,1998-07-04,MA,Engineer,Male,73555,Hispanic,Single,3,13,2,2,3,1,1,27,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Retirement,25s-30s,2,1020,2.7945205479452055
3785,Joshua,Gibson,2022-01-18,2025-10-06,Production Technician II,Sheri Jackson,joshua.gibson@bilearner.com,PL,Temporary,,Project Management - Con,1977-10-20,MA,Director,Female,13406,Black,Divorced,3,13,2,1,3,2,3,47,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,1357,3.717808219178082
3742,Gabriel,Pearson,2021-09-22,2023-05-15,Production Technician II,Ryan Anderson,gabriel.pearson@bilearner.com,PYZ,Temporary,Wait small thing staff.,Field Operations,1981-09-12,MA,Manager,Female,81011,Asian,Married,2,13,2,4,3,2,2,43,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Resignation,40s-50s,2,600,1.643835616438356
3746,Bridget,Wu,2020-07-13,2025-10-06,Production Technician I,Judy Lambert,bridget.wu@bilearner.com,BPC,Full-Time,,Shop (Fleet),1969-08-21,MA,Mechanic,Male,68039,Black,Widowed,3,13,2,1,3,1,1,56,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,1911,5.235616438356164
3748,Aron,Ali,2019-04-06,2025-10-06,Production Technician I,Shawn Mckay,aron.ali@bilearner.com,SVG,Part-Time,,General - Con,1969-08-20,MA,Laborer,Male,96739,Other,Married,1,13,2,1,3,3,3,56,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,50s-60s,2,2375,6.506849315068493
3749,Kayden,Soto,2021-02-16,2025-10-06,Production Technician I,Samantha Pugh,kayden.soto@bilearner.com,EW,Full-Time,,Project Management - Eng,1985-05-02,MA,Planner,Female,27488,Other,Married,4,13,2,1,3,3,2,40,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,1693,4.638356164383562
3751,Arthur,Mitchell,2021-10-15,2025-10-06,Production Technician I,Eric Knight,arthur.mitchell@bilearner.com,TNS,Full-Time,,Aerial,1972-12-24,MA,Model Assistant,Male,32547,Other,Single,3,13,2,1,3,2,2,52,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,50s-60s,2,1452,3.978082191780822
2175,Kason,Ellison,2019-12-16,2020-06-21,Production Technician I,Julia Mitchell,kason.ellison@bilearner.com,MSC,Temporary,Somebody include mention staff determine.,Field Operations,1987-10-02,MA,Technician,Female,71740,Hispanic,Widowed,2,13,4,5,3,2,3,37,13,Production       ,Active,Contract,3,Zone C,Exceeds,Voluntary,30s-40s,3,188,0.5150684931506849
2176,Tyree,Weaver,2021-10-07,2025-10-06,Production Technician I,Theresa Welch,tyree.weaver@bilearner.com,TNS,Full-Time,,Field Operations,1988-12-22,MA,Foreman,Female,4056,Asian,Married,2,13,4,1,3,3,1,36,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,30s-40s,3,1460,4.0
2181,Trevin,Lambert,2019-03-05,2020-03-16,Production Technician I,Nathaniel Harvey,trevin.lambert@bilearner.com,BPC,Temporary,Every maybe feel court.,Field Operations,1991-08-13,MA,Foreman,Female,94011,Black,Single,5,13,1,4,3,2,2,34,13,Production       ,Active,Contract,2,Zone A,PIP,Resignation,30s-40s,0,377,1.0328767123287672
2182,Nathalie,Hays,2021-03-14,2025-10-06,Production Technician I,Sharon Thompson,nathalie.hays@bilearner.com,CCDR,Part-Time,,General - Eng,1992-01-20,MA,Engineer,Female,96129,Black,Widowed,4,13,4,1,3,3,2,33,13,Production       ,Active,Full-Time,2,Zone A,Exceeds,Unk,30s-40s,3,1667,4.567123287671233
2184,Mason,Brewer,2021-09-05,2023-03-31,Production Technician I,Jeremy Ritter,mason.brewer@bilearner.com,EW,Part-Time,Line operation form notice.,Aerial,1984-02-20,MA,Laborer,Female,22258,Other,Divorced,2,13,4,2,3,3,3,41,13,Production       ,Active,Full-Time,3,Zone C,Exceeds,Retirement,40s-50s,3,572,1.5671232876712329
3607,Frankie,Atkins,2019-06-18,2021-04-14,Production Technician I,Christopher Murray,frankie.atkins@bilearner.com,EW,Full-Time,Finally build do analysis beyond heavy.,Project Management - Con,1976-08-03,MA,Coordinator,Male,15195,Other,Married,5,13,2,4,3,3,2,49,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Resignation,40s-50s,2,666,1.8246575342465754
3754,Arielle,Potts,2020-06-02,2022-01-25,Production Technician I,Sarah Morgan,arielle.potts@bilearner.com,NEL,Full-Time,Stage necessary although they.,Project Management - Con,1978-05-31,MA,Engineer,Male,76770,Black,Married,1,13,2,5,3,3,3,47,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Voluntary,40s-50s,2,602,1.6493150684931508
3761,Hazel,Vincent,2023-06-22,2023-07-10,Production Technician II,Melissa Conrad,hazel.vincent@bilearner.com,CCDR,Full-Time,Item born upon blue.,General - Sga,1987-11-23,MA,Assistant,Female,75880,Black,Married,1,13,2,3,3,2,2,37,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Involuntary,30s-40s,2,18,0.049315068493150684
3764,Cristal,Bradshaw,2022-02-16,2025-10-06,Production Technician II,Tiffany Stone,cristal.bradshaw@bilearner.com,MSC,Temporary,,General - Sga,1995-12-13,MA,Manager,Female,41487,Black,Single,3,13,2,1,3,3,1,29,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,1328,3.638356164383562
3765,Guadalupe,Burke,2022-09-02,2025-10-06,Production Technician II,Eric Smith,guadalupe.burke@bilearner.com,TNS,Temporary,,Yard (Material Handling),1969-06-30,MA,Runner,Female,36904,Hispanic,Widowed,3,13,2,1,3,1,2,56,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,1130,3.095890410958904
3768,Morgan,Blackwell,2020-12-31,2025-10-06,Production Technician I,David Garcia,morgan.blackwell@bilearner.com,SVG,Full-Time,,Catv,1991-05-30,MA,Foreman,Female,37838,Black,Divorced,4,13,2,1,3,2,1,34,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,1740,4.767123287671233
3772,Zoie,Rowland,2022-02-08,2022-07-22,Production Technician I,Mrs. Rachel Henry,zoie.rowland@bilearner.com,MSC,Temporary,Side most force better region operation language.,Engineers,1966-02-05,MA,Engineer,Female,58535,Asian,Divorced,3,13,2,2,3,3,2,59,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Retirement,50s-60s,2,164,0.44931506849315067
3774,Ramiro,Savage,2019-06-20,2021-10-13,Production Technician I,Justin Stanley,ramiro.savage@bilearner.com,CCDR,Full-Time,Success realize political move adult new.,Engineers,1998-04-06,MA,Engineer,Male,32544,Black,Single,3,13,2,3,3,1,1,27,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Involuntary,25s-30s,2,846,2.317808219178082
2481,Simon,Roup,2018-12-12,2025-10-06,IT Manager - DB,Thomas Kim,simon.roup@bilearner.com,PL,Part-Time,,Aerial,1997-07-03,MA,Lineman,Male,2481,Black,Divorced,1,16,2,1,3,3,2,28,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,25s-30s,2,2490,6.821917808219178
3775,Karma,Koch,2021-07-13,2022-11-26,Production Technician I,Amy Ross,karma.koch@bilearner.com,BPC,Part-Time,Agency picture enjoy pattern since and piece.,Field Operations,1980-10-15,MA,Laborer,Male,36153,Other,Widowed,3,13,2,4,3,2,1,44,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Resignation,40s-50s,2,501,1.3726027397260274
